"model","mean_AU1U","mean_kappa","mean_N_IM_sensitivity","mean_N_OM_sensitivity","mean_N_TM_sensitivity","mean_N_S_sensitivity","mean_N_TL_SEC_sensitivity","mean_N_TL_TAT_sensitivity","mean_P_IM_sensitivity","mean_P_TM_sensitivity","mean_P_S_sensitivity"
"Architecture_v5-Tat_2-1_Filtering_0.5",0.871178651676969,0.774820542606002,0.46,0.22,0.756916996047431,0.9,0.675,0.591071428571429,0.983974358974359,0.992715709415159,0.971312427409988
"Architecture_v5-Tat_2-1_No_filtering",0.881757122232459,0.885293086056601,0.543333333333333,0.483333333333333,0.774110671936759,0.891176470588235,0.695,0.603571428571429,0.983974358974359,0.992715709415159,0.968931475029036
"Architecture_v5-Tat_2-2_Filtering_0.5",0.872767907992762,0.773713531963478,0.443333333333333,0.2,0.756521739130435,0.897058823529412,0.675,0.591071428571429,0.983974358974359,0.993522161028062,0.971312427409988
"Architecture_v5-Tat_2-2_No_filtering",0.885352097417713,0.882115355543046,0.576666666666667,0.446666666666667,0.760671936758893,0.885294117647059,0.695,0.591071428571429,0.983974358974359,0.992715709415159,0.968931475029036
"Architecture_v5-Tat_2-3_Filtering_0.5",0.870534959149578,0.774276308264388,0.476666666666667,0.216666666666667,0.752173913043478,0.894117647058824,0.675,0.592857142857143,0.983974358974359,0.993522161028062,0.971312427409988
"Architecture_v5-Tat_2-3_No_filtering",0.882847105533972,0.885358831763037,0.576666666666667,0.483333333333333,0.774308300395257,0.888235294117647,0.655,0.603571428571429,0.983974358974359,0.992715709415159,0.97137049941928
"Architecture_v5-Tat_3-1_Filtering_0.5",0.869934109810108,0.7763744426766,0.46,0.2,0.761264822134387,0.9,0.675,0.605357142857143,0.983974358974359,0.993522161028062,0.971312427409988
"Architecture_v5-Tat_3-1_No_filtering",0.880793285073213,0.88426283296374,0.593333333333333,0.466666666666667,0.765217391304348,0.888235294117647,0.695,0.603571428571429,0.983974358974359,0.992715709415159,0.966550522648083
"Architecture_v6_0-1_Filtering_0.5",0.880838289885733,0.783051451851439,0.443333333333333,0.436666666666667,0.747628458498024,0.905882352941177,0.67,0.607142857142857,0.983974358974359,0.991909257802256,0.959349593495935
"Architecture_v6_0-1_No_filtering",0.890540317321303,0.892947554416579,0.543333333333333,0.536666666666667,0.751778656126482,0.894117647058823,0.67,0.833928571428571,0.983974358974359,0.991915814319434,0.966608594657375
"Architecture_v6_1-1_Filtering_0.5",0.881435355412947,0.876859735051079,0.443333333333333,0.453333333333333,0.747826086956522,0.905882352941177,0.67,0.607142857142857,0.983974358974359,0.991909257802256,0.959349593495935
"Architecture_v6_1-1_No_filtering",0.89036850186333,0.894636744892567,0.543333333333333,0.536666666666667,0.765217391304348,0.894117647058824,0.67,0.833928571428571,0.983974358974359,0.99110936270653,0.968989547038327
"Architecture_v6_1-2_Filtering_0.5",0.88136885637865,0.877884042685497,0.46,0.453333333333333,0.743083003952569,0.908823529411765,0.67,0.607142857142857,0.983974358974359,0.991909257802256,0.961730545876887
"Architecture_v6_1-2_No_filtering",0.890808921873379,0.896330036594541,0.56,0.52,0.765217391304348,0.9,0.67,0.833928571428571,0.983974358974359,0.989489902963546,0.976132404181185
"Architecture_v6_1-3_Filtering_0.5",0.88073901438976,0.782555866691263,0.443333333333333,0.436666666666667,0.747628458498024,0.902941176470588,0.67,0.607142857142857,0.983974358974359,0.991909257802256,0.959349593495935
"Architecture_v6_1-3_No_filtering",0.892102703925615,0.79391511050155,0.56,0.486666666666667,0.742885375494071,0.894117647058824,0.67,0.833928571428571,0.983974358974359,0.992722265932337,0.968989547038328
"Architecture_v6_1-4_Filtering_0.5",0.883099172557252,0.874657848166042,0.443333333333333,0.346666666666667,0.752173913043478,0.902941176470588,0.67,0.632142857142857,0.983974358974359,0.990289798059271,0.964169570267131
"Architecture_v6_1-4_No_filtering",0.890477933183673,0.893005164335787,0.56,0.52,0.760671936758893,0.891176470588235,0.67,0.833928571428571,0.983974358974359,0.991915814319434,0.964227642276423
"Architecture_v6_2-1_Filtering_0.5",0.881574448578086,0.877377037220784,0.46,0.453333333333333,0.743280632411067,0.908823529411765,0.67,0.607142857142857,0.983974358974359,0.991909257802256,0.959349593495935
"Architecture_v6_2-1_No_filtering",0.887735927352444,0.897864744542356,0.543333333333333,0.556666666666667,0.769762845849802,0.908823529411765,0.67,0.833928571428571,0.983974358974359,0.990296354576449,0.968989547038327
"Architecture_v6_2-2_Filtering_0.5",0.880108344926036,0.876302326870357,0.443333333333333,0.453333333333333,0.747826086956522,0.902941176470588,0.67,0.607142857142857,0.983974358974359,0.991909257802256,0.959349593495935
"Architecture_v6_2-2_No_filtering",0.889418118464403,0.893980261045753,0.56,0.503333333333333,0.756126482213439,0.897058823529412,0.67,0.821428571428571,0.983974358974359,0.991915814319434,0.97137049941928
"Architecture_v6_2-3_Filtering_0.5",0.879992609548543,0.878402493953968,0.476666666666667,0.453333333333333,0.752173913043478,0.908823529411765,0.67,0.607142857142857,0.983974358974359,0.991909257802256,0.956910569105691
"Architecture_v6_2-3_No_filtering",0.889980638248781,0.894618867100437,0.543333333333333,0.5,0.756521739130435,0.897058823529412,0.67,0.821428571428571,0.983974358974359,0.991909257802255,0.976132404181185
"Architecture_v6_2-4_Filtering_0.5",0.883300117250029,0.875184803425946,0.46,0.346666666666667,0.752173913043478,0.902941176470588,0.67,0.632142857142857,0.983974358974359,0.990289798059271,0.964169570267131
"Architecture_v6_2-4_No_filtering",0.889896506226466,0.895216225154507,0.56,0.536666666666667,0.760671936758893,0.891176470588235,0.67,0.833928571428571,0.983974358974359,0.99110936270653,0.973751451800232
"Architecture_v6_2-5_Filtering_0.5",0.882424813644917,0.87195525014598,0.443333333333333,0.313333333333333,0.747826086956522,0.902941176470588,0.67,0.607142857142857,0.983974358974359,0.990289798059271,0.964169570267131
"Architecture_v6_2-5_No_filtering",0.891444035209117,0.893596483073583,0.526666666666667,0.503333333333333,0.765217391304348,0.894117647058824,0.67,0.833928571428571,0.983974358974359,0.991915814319434,0.968989547038327
"Architecture_v6_2-6_Filtering_0.5",0.881796538339156,0.874694397739869,0.443333333333333,0.363333333333333,0.747628458498024,0.902941176470588,0.67,0.632142857142857,0.983974358974359,0.990289798059271,0.964169570267131
"Architecture_v6_2-6_No_filtering",0.891924675466003,0.89342118053744,0.56,0.483333333333333,0.747233201581028,0.897058823529412,0.67,0.833928571428571,0.992307692307692,0.99352871754524,0.966608594657375
"Architecture_v6_3-1_Filtering_0.5",0.879817459821392,0.878484614655991,0.493333333333333,0.453333333333333,0.747826086956522,0.905882352941177,0.67,0.607142857142857,0.983974358974359,0.991909257802256,0.959349593495935
"Architecture_v6_3-1_No_filtering",0.887777065910289,0.898875458992314,0.56,0.523333333333333,0.760869565217391,0.914705882352941,0.67,0.821428571428571,0.983974358974359,0.991909257802255,0.973751451800232
"Architecture_v6_3-2_Filtering_0.5",0.883254591973518,0.875222106446769,0.46,0.346666666666667,0.752371541501976,0.908823529411765,0.67,0.607142857142857,0.983974358974359,0.990289798059271,0.964169570267131
"Architecture_v6_3-2_No_filtering",0.889666827235969,0.897884851797842,0.56,0.503333333333333,0.769565217391304,0.908823529411765,0.67,0.833928571428571,0.983974358974359,0.991102806189352,0.97137049941928
"Architecture_v6_3-3_Filtering_0.5",0.882789260904037,0.872511293360709,0.443333333333333,0.313333333333333,0.747826086956522,0.902941176470588,0.67,0.619642857142857,0.983974358974359,0.990289798059271,0.964169570267131
"Architecture_v6_3-3_No_filtering",0.892297913007561,0.89455508972701,0.56,0.503333333333333,0.755928853754941,0.897058823529412,0.67,0.821428571428571,0.983974358974359,0.99352871754524,0.968989547038328
"Architecture_v6_3-4_Filtering_0.5",0.881825486379735,0.875739217592101,0.476666666666667,0.346666666666667,0.752173913043478,0.905882352941177,0.67,0.619642857142857,0.983974358974359,0.990289798059271,0.964169570267131
"Architecture_v6_3-4_No_filtering",0.889342786728242,0.896150479819633,0.56,0.466666666666667,0.765415019762846,0.894117647058824,0.67,0.833928571428571,0.983974358974359,0.994335169158143,0.973751451800232
"Architecture_v6_4-1_Filtering_0.5",0.882173498354818,0.875771208480709,0.493333333333333,0.346666666666667,0.747826086956522,0.905882352941177,0.67,0.619642857142857,0.983974358974359,0.990289798059271,0.964169570267131
"Architecture_v6_4-1_No_filtering",0.888361309794897,0.898878837841494,0.56,0.486666666666667,0.765217391304348,0.908823529411765,0.67,0.821428571428571,0.983974358974359,0.99352871754524,0.976132404181185
"Architecture_v6-Sec_0-1_Filtering_0.5",0.88372710123833,0.0122884488816891,0.443333333333333,0.416666666666667,0.75197628458498,0.908823529411765,0,0.632142857142857,0.983974358974359,0.991909257802256,0.961730545876887
"Architecture_v6-Sec_0-1_No_filtering",0.898103421116944,0.452788083950253,0.543333333333333,0.536666666666667,0.756324110671937,0.891176470588235,0.11,0.846428571428571,0.983974358974359,0.991915814319434,0.964227642276423
"Architecture_v6-Sec_1-1_Filtering_0.5",0.883530869382081,0.0283294543234238,0.443333333333333,0.433333333333333,0.747826086956522,0.908823529411765,0,0.632142857142857,0.983974358974359,0.991909257802256,0.961730545876887
"Architecture_v6-Sec_1-1_No_filtering",0.897184184582509,0.540668105573944,0.543333333333333,0.536666666666667,0.7699604743083,0.888235294117647,0.12,0.846428571428571,0.983974358974359,0.99110936270653,0.968989547038327
"Architecture_v6-Sec_1-2_Filtering_0.5",0.883570356152012,0.0285844203954761,0.46,0.433333333333333,0.747430830039526,0.908823529411765,0,0.632142857142857,0.983974358974359,0.991909257802256,0.961730545876887
"Architecture_v6-Sec_1-2_No_filtering",0.896694446530312,0.371536309686941,0.56,0.52,0.774110671936759,0.897058823529412,0.09,0.846428571428571,0.983974358974359,0.989489902963546,0.973751451800232
"Architecture_v6-Sec_1-3_Filtering_0.5",0.883315207499327,0.012525325687599,0.443333333333333,0.433333333333333,0.743083003952569,0.905882352941177,0,0.632142857142857,0.983974358974359,0.991909257802256,0.961730545876887
"Architecture_v6-Sec_1-3_No_filtering",0.896830969043412,0.529111483950031,0.56,0.486666666666667,0.75197628458498,0.876470588235294,0.145,0.846428571428571,0.983974358974359,0.991915814319434,0.968989547038328
"Architecture_v6-Sec_1-4_Filtering_0.5",0.885535265563098,0.109070200380358,0.443333333333333,0.346666666666667,0.747430830039526,0.908823529411765,0,0.644642857142857,0.983974358974359,0.990289798059271,0.964169570267131
"Architecture_v6-Sec_1-4_No_filtering",0.898441930758732,0.453652994997392,0.56,0.52,0.765217391304348,0.885294117647059,0.11,0.846428571428571,0.992307692307692,0.991915814319434,0.964227642276423
"Architecture_v6-Sec_2-1_Filtering_0.5",0.885513912314546,0.0290084798074884,0.46,0.433333333333333,0.743280632411067,0.914705882352941,0,0.632142857142857,0.983974358974359,0.991909257802256,0.961730545876887
"Architecture_v6-Sec_2-1_No_filtering",0.896101159245688,0.371967476619332,0.543333333333333,0.54,0.774308300395257,0.9,0.09,0.846428571428571,0.983974358974359,0.990296354576449,0.968989547038327
"Architecture_v6-Sec_2-2_Filtering_0.5",0.884702872462357,0.0282653198043597,0.443333333333333,0.433333333333333,0.743280632411067,0.908823529411765,0,0.632142857142857,0.983974358974359,0.991909257802256,0.959349593495935
"Architecture_v6-Sec_2-2_No_filtering",0.895008360309999,0.627740633416177,0.56,0.486666666666667,0.756126482213439,0.882352941176471,0.145,0.846428571428571,0.983974358974359,0.99110936270653,0.97137049941928
"Architecture_v6-Sec_2-3_Filtering_0.5",0.883465933969493,0.0295111004535049,0.476666666666667,0.433333333333333,0.747628458498024,0.908823529411765,0,0.632142857142857,0.983974358974359,0.991909257802256,0.961730545876887
"Architecture_v6-Sec_2-3_No_filtering",0.895451338501851,0.629241025151753,0.56,0.483333333333333,0.765415019762846,0.885294117647059,0.145,0.846428571428571,0.983974358974359,0.991909257802255,0.976132404181185
"Architecture_v6-Sec_2-4_Filtering_0.5",0.885604952389063,0.10977969704991,0.46,0.346666666666667,0.75197628458498,0.908823529411765,0,0.644642857142857,0.983974358974359,0.989483346446368,0.964169570267131
"Architecture_v6-Sec_2-4_No_filtering",0.897677979823248,0.370273346188272,0.543333333333333,0.556666666666667,0.760671936758893,0.885294117647059,0.09,0.846428571428571,0.983974358974359,0.99110936270653,0.97137049941928
"Architecture_v6-Sec_2-5_Filtering_0.5",0.884233184436268,0.107766330345281,0.443333333333333,0.313333333333333,0.747628458498024,0.905882352941177,0,0.619642857142857,0.983974358974359,0.990289798059271,0.964169570267131
"Architecture_v6-Sec_2-5_No_filtering",0.899800983902857,0.367456429660471,0.526666666666667,0.503333333333333,0.769762845849802,0.885294117647059,0.07,0.846428571428571,0.983974358974359,0.991915814319434,0.968989547038327
"Architecture_v6-Sec_2-6_Filtering_0.5",0.885405617054861,0.109234141967982,0.443333333333333,0.346666666666667,0.742885375494071,0.908823529411765,0,0.644642857142857,0.983974358974359,0.990289798059271,0.964169570267131
"Architecture_v6-Sec_2-6_No_filtering",0.898414661790676,0.540981326640176,0.56,0.466666666666667,0.756324110671937,0.882352941176471,0.12,0.846428571428571,0.992307692307692,0.994335169158143,0.966608594657375
"Architecture_v6-Sec_3-1_Filtering_0.5",0.884533905872428,0.0295172513052779,0.493333333333333,0.433333333333333,0.747826086956522,0.911764705882353,0,0.632142857142857,0.983974358974359,0.991909257802256,0.961730545876887
"Architecture_v6-Sec_3-1_No_filtering",0.894025884552606,0.630101217961669,0.543333333333333,0.523333333333333,0.765415019762846,0.888235294117647,0.145,0.846428571428571,0.983974358974359,0.991909257802255,0.97137049941928
"Architecture_v6-Sec_3-2_Filtering_0.5",0.885538231882164,0.110416313583361,0.46,0.346666666666667,0.747628458498024,0.911764705882353,0,0.632142857142857,0.983974358974359,0.990289798059271,0.964169570267131
"Architecture_v6-Sec_3-2_No_filtering",0.897253993892182,0.370715572315448,0.543333333333333,0.503333333333333,0.769565217391304,0.897058823529412,0.09,0.846428571428571,0.983974358974359,0.991915814319434,0.97137049941928
"Architecture_v6-Sec_3-3_Filtering_0.5",0.885546917627222,0.107466364269319,0.443333333333333,0.313333333333333,0.747628458498024,0.902941176470588,0,0.632142857142857,0.983974358974359,0.990289798059271,0.964169570267131
"Architecture_v6-Sec_3-3_No_filtering",0.89787137311872,0.711027297820819,0.543333333333333,0.486666666666667,0.755928853754941,0.885294117647059,0.165,0.846428571428571,0.983974358974359,0.99352871754524,0.968989547038328
"Architecture_v6-Sec_3-4_Filtering_0.5",0.884753958438651,0.0264655509386662,0.476666666666667,0.346666666666667,0.75197628458498,0.908823529411765,0,0.644642857142857,0.983974358974359,0.990289798059271,0.964169570267131
"Architecture_v6-Sec_3-4_No_filtering",0.895746295225905,0.541652139864676,0.56,0.466666666666667,0.774308300395257,0.879411764705882,0.095,0.846428571428571,0.983974358974359,0.993522161028062,0.973751451800232
"Architecture_v6-Sec_4-1_Filtering_0.5",0.885706087480366,0.110872226228922,0.493333333333333,0.346666666666667,0.747628458498024,0.911764705882353,0,0.632142857142857,0.983974358974359,0.990289798059271,0.964169570267131
"Architecture_v6-Sec_4-1_No_filtering",0.895517174388889,0.713609159706382,0.56,0.486666666666667,0.769762845849802,0.888235294117647,0.165,0.846428571428571,0.983974358974359,0.99352871754524,0.97137049941928
"Architecture_v6-Tat_0-1_Filtering_0.5",0.876892826741514,0.517685671258044,0.443333333333333,0.416666666666667,0.75197628458498,0.908823529411765,0.695,0.0375,0.983974358974359,0.991102806189352,0.964169570267131
"Architecture_v6-Tat_0-1_No_filtering",0.885756951040625,0.367068403471386,0.543333333333333,0.536666666666667,0.760671936758893,0.891176470588235,0.695,0.0125,0.983974358974359,0.991915814319434,0.966608594657375
"Architecture_v6-Tat_1-1_Filtering_0.5",0.876380754036831,0.609711100159185,0.443333333333333,0.433333333333333,0.756719367588933,0.905882352941177,0.695,0.0517857142857143,0.983974358974359,0.991909257802256,0.964169570267131
"Architecture_v6-Tat_1-1_No_filtering",0.885601815418689,0.450786970366255,0.543333333333333,0.536666666666667,0.765217391304348,0.897058823529412,0.695,0.0375,0.983974358974359,0.99110936270653,0.968989547038327
"Architecture_v6-Tat_1-2_Filtering_0.5",0.876035267072205,0.692847627042398,0.46,0.433333333333333,0.756521739130435,0.908823529411765,0.695,0.05,0.983974358974359,0.991909257802256,0.964169570267131
"Architecture_v6-Tat_1-2_No_filtering",0.884332710150703,0.368332248379962,0.543333333333333,0.52,0.774110671936759,0.894117647058823,0.695,0.0375,0.983974358974359,0.990296354576449,0.97137049941928
"Architecture_v6-Tat_1-3_Filtering_0.5",0.876306564858422,0.517768023201338,0.443333333333333,0.433333333333333,0.75197628458498,0.905882352941177,0.695,0.0375,0.983974358974359,0.991102806189352,0.964169570267131
"Architecture_v6-Tat_1-3_No_filtering",0.885506764851799,0.348357585412224,0.56,0.486666666666667,0.747430830039526,0.885294117647059,0.695,0.025,0.983974358974359,0.991915814319434,0.968989547038328
"Architecture_v6-Tat_1-4_Filtering_0.5",0.879142340330877,0.692674855881911,0.443333333333333,0.33,0.742885375494071,0.902941176470588,0.695,0.216071428571429,0.983974358974359,0.990289798059271,0.964169570267131
"Architecture_v6-Tat_1-4_No_filtering",0.884959981420496,0.205747964639242,0.56,0.52,0.765217391304348,0.9,0.695,0.0125,0.992307692307692,0.991915814319434,0.966608594657375
"Architecture_v6-Tat_2-1_Filtering_0.5",0.876723255866574,0.610824053289718,0.46,0.433333333333333,0.752173913043478,0.911764705882353,0.695,0.0375,0.983974358974359,0.991909257802256,0.964169570267131
"Architecture_v6-Tat_2-1_No_filtering",0.882977757891558,0.451681737555409,0.543333333333333,0.54,0.760671936758893,0.911764705882353,0.695,0.0375,0.983974358974359,0.990296354576449,0.968989547038327
"Architecture_v6-Tat_2-2_Filtering_0.5",0.876251427928645,0.608772236320704,0.443333333333333,0.433333333333333,0.752371541501976,0.902941176470588,0.695,0.0517857142857143,0.983974358974359,0.991909257802256,0.964169570267131
"Architecture_v6-Tat_2-2_No_filtering",0.885792760745155,0.529143961477736,0.56,0.486666666666667,0.756126482213439,0.891176470588235,0.695,0.025,0.983974358974359,0.991915814319434,0.97137049941928
"Architecture_v6-Tat_2-3_Filtering_0.5",0.875600236791589,0.612196986023213,0.476666666666667,0.433333333333333,0.756521739130435,0.911764705882353,0.695,0.0375,0.983974358974359,0.991909257802256,0.964169570267131
"Architecture_v6-Tat_2-3_No_filtering",0.884200811382896,0.448644392162233,0.56,0.5,0.765217391304348,0.888235294117647,0.695,0.0125,0.983974358974359,0.991909257802255,0.973751451800232
"Architecture_v6-Tat_2-4_Filtering_0.5",0.878596389568877,0.775483246380025,0.46,0.346666666666667,0.747430830039526,0.905882352941176,0.695,0.203571428571429,0.983974358974359,0.990289798059271,0.964169570267131
"Architecture_v6-Tat_2-4_No_filtering",0.88549845003505,0.369012562983465,0.543333333333333,0.54,0.769762845849802,0.894117647058824,0.695,0.025,0.983974358974359,0.99110936270653,0.973751451800232
"Architecture_v6-Tat_2-5_Filtering_0.5",0.878666728644371,0.772833575836667,0.443333333333333,0.313333333333333,0.738537549407114,0.9,0.695,0.228571428571429,0.983974358974359,0.990289798059271,0.964169570267131
"Architecture_v6-Tat_2-5_No_filtering",0.88699601711831,0.530503918855944,0.526666666666667,0.503333333333333,0.774110671936759,0.894117647058824,0.695,0.0375,0.983974358974359,0.99110936270653,0.968989547038327
"Architecture_v6-Tat_2-6_Filtering_0.5",0.877886317833459,0.692698113816027,0.443333333333333,0.346666666666667,0.738537549407115,0.902941176470588,0.695,0.216071428571429,0.983974358974359,0.990289798059271,0.964169570267131
"Architecture_v6-Tat_2-6_No_filtering",0.886596645745265,0.450143010005905,0.56,0.483333333333333,0.751778656126482,0.891176470588235,0.695,0.0125,0.992307692307692,0.994335169158143,0.968989547038328
"Architecture_v6-Tat_3-1_Filtering_0.5",0.875227705405873,0.611335516076558,0.493333333333333,0.433333333333333,0.747826086956522,0.911764705882353,0.695,0.0375,0.983974358974359,0.991909257802256,0.964169570267131
"Architecture_v6-Tat_3-1_No_filtering",0.883233204408732,0.533133031131122,0.56,0.523333333333333,0.760869565217391,0.902941176470588,0.695,0.05,0.983974358974359,0.991909257802255,0.973751451800232
"Architecture_v6-Tat_3-2_Filtering_0.5",0.878452238747852,0.776049313186569,0.46,0.346666666666667,0.738537549407114,0.905882352941176,0.695,0.241071428571429,0.983974358974359,0.990289798059271,0.964169570267131
"Architecture_v6-Tat_3-2_No_filtering",0.884457513717416,0.532282046626532,0.543333333333333,0.503333333333333,0.769565217391304,0.905882352941176,0.695,0.0375,0.983974358974359,0.991915814319434,0.968989547038327
"Architecture_v6-Tat_3-3_Filtering_0.5",0.879123018180064,0.772291778223031,0.443333333333333,0.313333333333333,0.734189723320158,0.9,0.695,0.228571428571429,0.983974358974359,0.990289798059271,0.964169570267131
"Architecture_v6-Tat_3-3_No_filtering",0.887803477022867,0.44997050009996,0.576666666666667,0.486666666666667,0.755928853754941,0.897058823529412,0.695,0.025,0.983974358974359,0.99352871754524,0.968989547038328
"Architecture_v6-Tat_3-4_Filtering_0.5",0.87686752259025,0.777120501181418,0.476666666666667,0.346666666666667,0.75197628458498,0.905882352941176,0.695,0.216071428571429,0.983974358974359,0.990289798059271,0.964169570267131
"Architecture_v6-Tat_3-4_No_filtering",0.885140269306539,0.449964506233842,0.56,0.466666666666667,0.760869565217391,0.894117647058824,0.695,0.0125,0.983974358974359,0.994335169158143,0.973751451800232
"Architecture_v6-Tat_4-1_Filtering_0.5",0.877261608744944,0.777110573281545,0.493333333333333,0.346666666666667,0.73399209486166,0.908823529411765,0.695,0.241071428571429,0.983974358974359,0.990289798059271,0.964169570267131
"Architecture_v6-Tat_4-1_No_filtering",0.884866452771509,0.533875557716645,0.56,0.486666666666667,0.765217391304348,0.905882352941176,0.695,0.05,0.983974358974359,0.99352871754524,0.976132404181185
"Architecture_v7_0-1_Filtering_0.5",0.87778795498159,0.779887999682079,0.443333333333333,0.203333333333333,0.752371541501976,0.91764705882353,0.67,0.633928571428571,0.983974358974359,0.991909257802256,0.973751451800232
"Architecture_v7_0-1_No_filtering",0.898000221934981,0.893959024532685,0.48,0.466666666666667,0.787944664031621,0.9,0.65,0.821428571428571,0.991666666666667,0.992715709415159,0.966434378629501
"Architecture_v7_1-1_Filtering_0.5",0.877168829914521,0.782255745575895,0.476666666666667,0.236666666666667,0.756719367588933,0.917647058823529,0.67,0.646428571428571,0.983974358974359,0.991909257802256,0.973751451800232
"Architecture_v7_1-1_No_filtering",0.890889582652024,0.89506101380034,0.526666666666667,0.45,0.778853754940712,0.902941176470588,0.67,0.833928571428571,0.976282051282051,0.993522161028062,0.966434378629501
"Architecture_v7-Sec_0-1_Filtering_0.5",0.878044841537412,0.779245535159839,0.443333333333333,0.203333333333333,0.752173913043478,0.920588235294118,0.585,0.658928571428571,0.983974358974359,0.991909257802256,0.973751451800232
"Architecture_v7-Sec_0-1_No_filtering",0.901263479551336,0.893941453400017,0.48,0.486666666666667,0.787944664031621,0.902941176470588,0.585,0.833928571428571,0.991666666666667,0.992715709415159,0.966434378629501
"Architecture_v7-Sec_1-1_Filtering_0.5",0.875462967136204,0.781969234367586,0.493333333333333,0.236666666666667,0.752173913043478,0.920588235294118,0.585,0.658928571428571,0.983974358974359,0.991909257802256,0.973751451800232
"Architecture_v7-Sec_1-1_No_filtering",0.89593157957708,0.892358255273019,0.51,0.47,0.774308300395257,0.902941176470588,0.56,0.846428571428571,0.976282051282051,0.993522161028062,0.966434378629501
"Architecture_v7-Tat_0-1_Filtering_0.5",0.872593879472695,0.768408396638995,0.443333333333333,0.203333333333333,0.747628458498024,0.897058823529412,0.695,0.442857142857143,0.983974358974359,0.991909257802256,0.97137049941928
"Architecture_v7-Tat_0-1_No_filtering",0.888457254699229,0.883637317191833,0.496666666666667,0.486666666666667,0.787944664031621,0.891176470588235,0.675,0.567857142857143,0.991666666666667,0.992715709415159,0.968815331010453
"Architecture_v7-Tat_1-1_Filtering_0.5",0.869223835054885,0.770256966297844,0.493333333333333,0.236666666666667,0.743083003952569,0.891176470588235,0.695,0.455357142857143,0.983974358974359,0.991909257802256,0.973751451800232
"Architecture_v7-Tat_1-1_No_filtering",0.88308497550432,0.882058703590199,0.526666666666667,0.486666666666667,0.774308300395257,0.894117647058823,0.675,0.580357142857143,0.976282051282051,0.992715709415159,0.964053426248548
"Architecture_v8_0-1_Filtering_0.5",0.878283062769429,0.779834274617049,0.443333333333333,0.22,0.756521739130435,0.914705882352941,0.67,0.632142857142857,0.983974358974359,0.991909257802256,0.973751451800232
"Architecture_v8_0-1_No_filtering",0.904942317326317,0.89398996504069,0.526666666666667,0.553333333333333,0.769565217391304,0.891176470588235,0.65,0.821428571428571,0.983974358974359,0.992715709415159,0.966492450638792
"Architecture_v8_1-1_Filtering_0.5",0.878255417939998,0.77983760308006,0.443333333333333,0.22,0.765612648221344,0.908823529411765,0.67,0.632142857142857,0.983974358974359,0.991909257802256,0.973751451800232
"Architecture_v8_1-1_No_filtering",0.904860272585604,0.898344536142305,0.526666666666667,0.536666666666667,0.787747035573122,0.905882352941177,0.67,0.821428571428571,0.983974358974359,0.992715709415159,0.96411149825784
"Architecture_v8_1-2_Filtering_0.5",0.876011259738446,0.779794541045864,0.46,0.216666666666667,0.756521739130435,0.911764705882353,0.67,0.632142857142857,0.983974358974359,0.991909257802256,0.97137049941928
"Architecture_v8_1-2_No_filtering",0.899230461280082,0.900002216331275,0.56,0.553333333333333,0.778458498023715,0.902941176470588,0.67,0.821428571428571,0.983974358974359,0.992715709415159,0.971254355400697
"Architecture_v8_1-3_Filtering_0.5",0.87829828229174,0.779278138017593,0.443333333333333,0.236666666666667,0.747430830039526,0.914705882352941,0.67,0.632142857142857,0.983974358974359,0.991909257802256,0.973751451800232
"Architecture_v8_1-3_No_filtering",0.903261259682915,0.895185124076027,0.543333333333333,0.553333333333333,0.769565217391304,0.888235294117647,0.67,0.821428571428571,0.976282051282051,0.992715709415159,0.97137049941928
"Architecture_v8_2-1_Filtering_0.5",0.87629510112973,0.78034435328876,0.46,0.216666666666667,0.761067193675889,0.914705882352941,0.67,0.632142857142857,0.983974358974359,0.991909257802256,0.97137049941928
"Architecture_v8_2-1_No_filtering",0.899712670802363,0.89998172319312,0.56,0.533333333333333,0.774110671936759,0.911764705882353,0.67,0.833928571428571,0.983974358974359,0.992715709415159,0.966492450638792
"Architecture_v8_2-2_Filtering_0.5",0.879918034865709,0.778730415164046,0.443333333333333,0.22,0.752173913043478,0.911764705882353,0.67,0.632142857142857,0.983974358974359,0.991909257802256,0.973751451800232
"Architecture_v8_2-2_No_filtering",0.904193768878082,0.895194702789907,0.56,0.503333333333333,0.774110671936759,0.9,0.67,0.821428571428571,0.976282051282051,0.992715709415159,0.96411149825784
"Architecture_v8_2-3_Filtering_0.5",0.877846797735537,0.780329481744884,0.46,0.216666666666667,0.756521739130435,0.91764705882353,0.67,0.632142857142857,0.983974358974359,0.991909257802256,0.97137049941928
"Architecture_v8_2-3_No_filtering",0.899486881170257,0.899557984664311,0.56,0.553333333333333,0.778458498023715,0.894117647058823,0.65,0.821428571428571,0.983974358974359,0.992715709415159,0.978513356562137
"Architecture_v8_3-1_Filtering_0.5",0.877373212360436,0.781646505402749,0.493333333333333,0.216666666666667,0.761067193675889,0.91764705882353,0.67,0.632142857142857,0.983974358974359,0.991909257802256,0.97137049941928
"Architecture_v8_3-1_No_filtering",0.898654220261279,0.896245821522783,0.543333333333333,0.5,0.783201581027668,0.897058823529412,0.65,0.833928571428571,0.976282051282051,0.992715709415159,0.968873403019744
"Architecture_v8-Sec_0-1_Filtering_0.5",0.879497094322303,0.778682899409469,0.443333333333333,0.22,0.761067193675889,0.91764705882353,0.56,0.644642857142857,0.983974358974359,0.991909257802256,0.973751451800232
